Project ID,Certificates,Years of Experience,age,Time Arrival Strafe,Project Cost,Project Proximity,Violation Risk Index,Company PCAB Score,Weekly Overtime Hours,Salary Bracket,is_good
377359,1,4,36,12.63,81266.0,98.98,0.59,2,4.0,1,0
103912,14,6,27,2.55,1051717.0,125.27,0.23,4,3.0,3,1
381363,1,2,20,8.64,112742.0,95.48,0.62,2,3.0,1,0
664385,4,4,19,1.8,34107.0,92.66,0.49,2,1.0,2,0
801656,13,8,23,8.64,1014818.0,129.99,0.27,4,4.0,5,1
168137,10,10,34,3.27,1037766.0,135.1,0.3,3,5.0,5,1
976251,13,6,37,-7.43,946208.0,126.8,0.29,4,5.0,3,0
245321,10,7,30,-11.62,1021100.0,125.79,0.19,3,3.0,3,1
357092,0,4,22,6.7,117081.0,106.95,0.49,2,3.0,1,0
331185,14,9,29,3.19,1013704.0,126.62,0.19,3,3.0,5,0
531179,0,3,44,9.89,98381.0,106.26,0.66,2,4.0,1,0
941578,0,5,20,10.15,119117.0,111.54,0.62,2,6.0,2,0
236472,2,4,43,1.22,102308.0,88.98,0.66,2,2.0,2,0
476520,11,8,25,-3.88,1055344.0,123.87,0.21,3,2.0,4,1
509860,12,8,23,3.57,1034139.0,119.82,0.17,4,2.0,4,1
533886,3,3,20,10.17,83366.0,101.1,0.4,3,3.0,1,0
913495,13,6,38,-17.68,1003449.0,121.25,0.25,4,2.0,3,1
739049,0,1,21,1.2,144104.0,91.67,0.61,3,3.0,1,0
552699,4,4,58,15.45,108199.0,110.11,0.7,3,6.0,2,0
408443,0,2,21,0.43,76690.0,106.54,0.57,2,4.0,1,0
455118,13,7,31,-8.61,936210.0,128.72,0.34,3,6.0,3,0
989162,12,7,33,3.36,1005386.0,130.58,0.29,4,6.0,3,1
824227,13,5,28,-21.36,1025053.0,127.49,0.26,4,5.0,2,1
985283,0,4,59,0.76,129908.0,119.17,0.74,3,9.0,1,0
823471,1,2,31,13.88,99089.0,109.13,0.69,2,6.0,1,0
174738,2,5,19,3.58,96692.0,91.11,0.47,2,2.0,2,0
870817,0,3,48,1.22,65061.0,102.57,0.71,3,5.0,1,0
493287,0,4,53,6.71,178916.0,103.68,0.71,2,5.0,1,0
183014,13,5,29,-12.47,961780.0,122.01,0.25,4,4.0,2,1
768043,2,2,56,17.24,116668.0,107.37,0.6,2,6.0,1,0
709219,1,4,33,22.96,72838.0,89.03,0.49,1,1.0,1,0
369526,0,4,20,1.34,121442.0,104.7,0.64,3,5.0,1,0
648052,0,2,41,0.28,116105.0,116.19,0.69,2,9.0,1,0
840452,14,6,28,-7.57,1101842.0,135.08,0.28,4,6.0,4,0
503648,11,5,37,6.08,1056578.0,131.17,0.24,4,5.0,2,0
451292,11,6,26,-10.39,1083472.0,122.34,0.15,4,2.0,3,1
442253,11,7,25,12.43,977846.0,122.49,0.19,3,3.0,3,1
244795,12,6,26,-12.93,975044.0,128.85,0.32,4,5.0,2,1
591634,14,7,30,1.24,953749.0,130.62,0.31,3,5.0,4,0
6949,11,7,23,3.97,919341.0,116.59,0.17,4,1.0,3,1
9331,0,4,22,7.22,49207.0,77.49,0.51,2,0.0,1,0
921505,12,8,28,-3.45,1002417.0,131.25,0.3,4,5.0,4,0
127779,13,7,25,-12.84,918196.0,123.91,0.27,4,3.0,3,0
497542,2,3,19,6.33,62861.0,98.21,0.64,2,4.0,1,0
868242,3,3,22,2.56,171830.0,100.52,0.5,2,2.0,1,0
216848,0,4,43,4.14,65635.0,105.15,0.67,3,5.0,1,0
735354,0,5,20,5.93,107963.0,106.39,0.63,2,4.0,2,1
967729,11,6,29,-10.04,996721.0,116.19,0.18,4,2.0,2,0
101358,2,5,48,2.21,67735.0,106.92,0.68,2,4.0,2,1
113308,14,5,26,12.33,944130.0,126.9,0.25,3,4.0,2,1
40584,12,7,29,-11.6,1110294.0,131.41,0.21,4,4.0,4,1
977429,1,2,20,2.84,129467.0,98.95,0.57,3,3.0,1,0
474944,0,2,55,7.12,144548.0,120.59,0.78,2,8.0,1,0
445684,13,7,28,-3.57,1038227.0,129.17,0.18,4,4.0,4,1
174885,8,8,32,-9.33,994684.0,121.74,0.19,3,1.0,3,1
531208,13,6,30,6.46,988329.0,128.51,0.27,4,4.0,3,1
695058,13,8,24,-11.15,938582.0,127.37,0.23,3,5.0,4,1
27065,13,6,33,-7.4,885760.0,124.41,0.24,4,4.0,2,1
724614,13,6,26,1.86,983390.0,128.06,0.27,4,5.0,3,1
454362,11,6,36,-1.77,937905.0,122.53,0.28,3,4.0,2,1
136253,2,3,22,7.44,75278.0,85.3,0.51,2,1.0,1,0
366260,1,4,59,14.89,61371.0,107.76,0.65,2,6.0,1,0
584116,0,4,42,5.51,112620.0,123.44,0.71,2,10.0,1,0
683628,10,6,33,11.74,1123132.0,127.83,0.21,5,4.0,3,1
597024,1,4,41,5.01,114830.0,103.34,0.61,3,3.0,1,0
337838,0,1,21,5.37,110752.0,76.28,0.56,3,1.0,1,0
226764,14,8,31,-14.9,991584.0,128.67,0.33,4,4.0,5,1
657993,10,7,30,-14.45,1014141.0,122.49,0.21,4,3.0,3,1
205102,3,1,18,12.79,25467.0,81.31,0.6,2,2.0,1,0
165371,3,5,22,8.27,113002.0,109.86,0.62,2,5.0,2,0
903517,14,6,23,14.58,1042805.0,127.32,0.2,5,4.0,3,0
428323,0,4,20,2.53,91732.0,95.67,0.5,2,3.0,1,1
436949,0,5,57,12.28,83048.0,107.34,0.74,2,5.0,2,0
454377,0,3,48,4.06,66662.0,103.67,0.68,2,4.0,1,1
536321,0,5,41,4.7,118920.0,117.44,0.74,2,7.0,2,0
527630,12,8,29,-17.53,887950.0,128.98,0.34,3,5.0,4,0
411740,14,6,32,1.08,1089601.0,126.89,0.13,3,3.0,4,1
492185,13,8,31,5.72,1053710.0,139.42,0.33,4,8.0,5,1
773730,1,2,55,2.1,111958.0,103.71,0.76,2,6.0,1,0
65975,12,6,33,-11.44,1016235.0,131.63,0.3,3,7.0,3,0
172715,0,3,46,17.22,19328.0,101.75,0.75,2,5.0,1,1
435873,0,4,43,6.73,118328.0,102.04,0.62,2,3.0,1,0
64304,1,2,21,10.6,62759.0,89.84,0.55,2,1.0,1,0
933439,0,3,59,1.53,115762.0,93.95,0.64,2,2.0,1,0
818154,0,2,20,6.38,46616.0,87.05,0.55,2,2.0,1,0
2706,1,4,19,4.83,64348.0,98.71,0.66,2,2.0,1,0
601277,1,2,58,8.79,49202.0,109.23,0.77,2,7.0,1,0
862310,0,3,51,10.08,127983.0,114.5,0.71,2,7.0,1,0
62690,13,7,27,-5.55,1039926.0,122.3,0.2,4,1.0,4,0
44196,1,2,56,4.61,95869.0,102.11,0.66,2,4.0,1,0
554463,12,6,24,-7.63,989101.0,120.36,0.17,4,2.0,3,1
963114,13,5,24,5.59,982396.0,127.81,0.22,4,4.0,2,1
546425,0,5,22,1.41,109431.0,101.27,0.46,2,2.0,2,0
484316,1,3,22,10.33,50000.0,97.92,0.53,3,4.0,1,0
385278,0,5,20,2.4,168634.0,97.87,0.57,3,3.0,2,0
764643,12,7,27,0.4,950273.0,131.98,0.37,3,6.0,3,1
59695,11,6,32,2.25,941424.0,121.47,0.27,3,3.0,2,1
487127,0,5,33,7.15,134287.0,94.69,0.66,2,3.0,2,0
139982,11,8,30,7.69,928454.0,132.67,0.31,4,7.0,3,1
437220,1,3,34,3.97,73616.0,116.16,0.69,2,7.0,1,1
392956,9,6,30,-23.31,983962.0,120.8,0.27,3,2.0,2,0
122485,10,5,28,-0.46,940205.0,118.42,0.23,3,2.0,2,1
725278,13,5,27,-24.11,1009814.0,122.93,0.25,3,4.0,2,0
533272,1,5,21,3.46,82149.0,89.07,0.48,3,0.0,2,1
83660,14,8,25,4.39,1109475.0,121.38,0.18,5,2.0,5,1
935852,12,7,28,5.23,896189.0,133.18,0.33,4,6.0,3,1
566508,0,4,54,13.78,129904.0,123.19,0.77,2,9.0,1,1
580543,9,6,36,7.37,1002996.0,133.02,0.37,3,5.0,2,1
312147,11,6,27,2.34,950858.0,130.94,0.36,4,6.0,2,1
549513,12,7,35,-2.14,1000748.0,130.39,0.31,3,5.0,3,1
596880,12,11,31,-0.95,1002713.0,133.1,0.36,3,6.0,5,1
116906,12,9,31,-8.4,1034958.0,130.44,0.23,3,5.0,5,1
61122,0,5,20,12.64,81000.0,113.08,0.58,3,7.0,2,0
898332,0,3,45,7.48,113190.0,97.25,0.69,3,5.0,1,0
661430,0,5,55,1.82,113582.0,127.61,0.81,3,11.0,2,0
628607,1,4,22,3.48,42424.0,104.94,0.62,3,5.0,1,1
298163,12,6,28,20.31,1018399.0,130.68,0.24,4,5.0,3,0
247042,0,5,22,6.7,19254.0,87.15,0.56,2,0.0,1,0
430816,3,3,45,29.84,132744.0,103.19,0.61,2,6.0,1,0
991251,0,4,19,4.11,144987.0,94.68,0.48,1,3.0,1,1
304770,13,6,28,-28.06,931467.0,116.64,0.2,3,2.0,3,1
899552,1,2,51,11.15,57782.0,107.93,0.74,2,6.0,1,0
221973,11,5,31,-8.43,1006116.0,130.5,0.3,4,4.0,2,1
10539,0,3,34,4.34,48489.0,95.14,0.61,2,3.0,1,1
975456,2,3,33,14.22,21151.0,84.0,0.67,2,2.0,1,1
121187,12,6,29,-11.93,1077756.0,126.82,0.29,4,3.0,3,1
193954,0,4,54,20.37,196521.0,109.82,0.6,2,4.0,1,0
173764,0,4,20,4.16,52698.0,118.89,0.68,2,7.0,1,0
787789,0,4,19,10.44,133055.0,98.5,0.65,2,4.0,1,0
103692,1,3,21,16.59,129503.0,105.68,0.63,2,6.0,1,0
119690,9,6,31,-6.74,938512.0,124.76,0.25,3,5.0,2,1
149458,14,6,24,-24.28,937817.0,127.24,0.29,4,5.0,3,1
981517,13,6,28,-25.18,1012375.0,127.98,0.31,4,5.0,3,1
264231,0,5,45,2.47,74173.0,104.89,0.69,2,6.0,2,0
302094,0,4,18,2.64,72191.0,92.26,0.52,2,2.0,1,0
745523,0,3,46,1.75,151045.0,110.96,0.67,2,6.0,1,0
310547,11,8,33,1.4,1005711.0,121.68,0.23,4,1.0,4,1
538877,14,6,34,-5.86,951505.0,130.04,0.35,4,6.0,3,1
897213,0,5,42,7.74,80415.0,116.36,0.74,2,7.0,2,1
15308,13,7,28,-20.58,997481.0,122.81,0.24,4,2.0,4,1
862239,1,3,20,1.71,124208.0,87.3,0.55,2,2.0,1,0
107971,10,5,25,5.97,1056809.0,120.29,0.24,4,1.0,2,1
819544,12,8,29,-7.29,1077764.0,134.11,0.33,4,6.0,5,1
662169,11,5,28,-15.29,1027233.0,119.5,0.19,3,2.0,2,0
617582,2,4,43,7.31,136433.0,114.54,0.68,2,6.0,2,0
570697,1,2,21,3.85,116543.0,94.44,0.58,3,4.0,1,0
467681,14,7,30,-12.25,1004227.0,132.46,0.27,4,5.0,4,1
447613,5,4,48,11.12,115768.0,119.22,0.7,2,8.0,2,1
358555,12,7,34,-10.5,972184.0,135.43,0.42,3,7.0,3,1
187193,14,9,28,-7.46,1033546.0,119.28,0.19,4,1.0,5,1
438043,2,3,57,0.71,186668.0,96.9,0.65,2,4.0,1,1
780280,13,6,30,12.66,1056941.0,126.11,0.26,4,3.0,3,1
492402,8,9,29,-11.57,1033918.0,130.55,0.33,4,5.0,4,1
188238,13,6,26,-3.23,1056820.0,128.43,0.25,4,4.0,3,1
854239,9,6,35,-9.65,1084873.0,130.88,0.27,4,6.0,2,0
448860,9,10,31,-11.99,997695.0,126.75,0.23,4,3.0,5,1
552610,11,5,23,8.75,1070443.0,124.96,0.22,5,3.0,2,1
438845,11,9,26,-3.45,901306.0,127.79,0.24,3,4.0,4,1
479213,2,2,43,0.73,118382.0,83.57,0.52,3,1.0,1,1
385212,12,6,25,-1.08,933336.0,121.48,0.13,3,1.0,2,1
911956,0,3,21,7.39,38145.0,111.42,0.65,2,7.0,1,0
782641,0,5,20,6.57,123851.0,115.75,0.66,2,6.0,2,0
244920,6,7,26,-15.49,1013749.0,125.91,0.27,3,3.0,2,1
229220,13,6,26,-4.83,1029543.0,133.34,0.31,4,5.0,3,0
331621,13,6,26,-5.47,927740.0,123.11,0.27,4,3.0,3,1
86521,1,2,19,2.27,113908.0,92.82,0.59,2,3.0,1,1
253734,0,3,32,1.67,142572.0,106.54,0.53,3,2.0,1,0
770458,13,7,30,-5.04,1048391.0,130.49,0.28,3,5.0,4,1
1894,11,5,25,-5.51,971542.0,130.6,0.27,3,6.0,2,1
353095,0,4,43,6.41,116231.0,93.92,0.63,2,4.0,1,0
960103,0,3,19,2.93,107412.0,100.15,0.52,3,3.0,1,0
83289,13,5,30,-17.93,1088303.0,126.81,0.28,3,3.0,3,1
136916,3,2,45,1.73,148176.0,103.71,0.57,3,3.0,1,0
625475,0,3,50,2.92,135209.0,117.18,0.65,2,7.0,1,1
116618,11,6,28,-10.32,971552.0,124.14,0.29,2,4.0,2,1
898855,0,2,19,3.5,107506.0,89.6,0.51,2,2.0,1,0
726938,12,6,30,-24.36,1018538.0,118.33,0.26,3,1.0,3,1
467104,14,6,24,-15.91,1136209.0,126.76,0.2,4,3.0,4,0
85259,1,2,19,5.11,108248.0,85.74,0.46,3,0.0,1,0
977136,14,6,26,-20.24,1036120.0,117.42,0.15,5,1.0,3,1
894730,12,8,24,10.2,976228.0,122.37,0.25,3,2.0,4,1
564644,12,7,23,-5.52,975573.0,134.62,0.3,4,6.0,3,1
499625,14,8,26,2.68,954191.0,131.48,0.35,4,4.0,5,1
357926,14,8,36,2.01,977779.0,127.39,0.26,3,4.0,5,1
839063,11,8,31,-2.12,925811.0,123.97,0.26,3,3.0,3,1
90043,1,5,19,6.59,85879.0,98.37,0.57,2,3.0,2,1
243422,0,4,52,3.77,73361.0,100.19,0.64,3,4.0,1,0
201028,11,6,34,-5.21,979597.0,125.02,0.29,4,5.0,2,1
365799,0,5,50,13.11,110713.0,116.65,0.61,2,7.0,2,0
187719,1,4,34,14.48,125937.0,89.69,0.49,2,1.0,1,0
416233,2,5,41,6.09,109371.0,109.91,0.69,2,6.0,2,0
112608,10,5,26,8.37,957605.0,118.3,0.26,4,3.0,2,0
717910,10,8,24,-18.11,976787.0,124.04,0.25,4,2.0,3,1
597897,13,7,29,0.3,958025.0,125.65,0.28,4,4.0,3,1
294131,0,3,57,2.46,60735.0,119.97,0.79,2,10.0,1,0
324478,0,3,50,5.42,52881.0,95.02,0.62,2,3.0,1,0
535227,0,3,20,1.14,63433.0,105.78,0.61,2,5.0,1,1
430495,12,6,28,-5.7,956875.0,120.6,0.25,3,1.0,2,1
74610,0,1,18,1.45,101810.0,84.8,0.49,3,2.0,1,0
68972,12,5,29,-1.78,973559.0,126.9,0.25,4,4.0,2,1
80618,11,7,34,23.86,981935.0,121.18,0.21,3,3.0,3,1
9205,0,3,34,4.62,50000.0,92.31,0.55,3,4.0,1,0
66978,14,7,28,-4.01,973617.0,135.31,0.32,4,7.0,4,1
778153,11,7,27,9.14,998328.0,125.3,0.27,4,3.0,3,1
649443,0,0,48,5.3,129428.0,115.75,0.73,2,7.0,1,0
270950,1,1,21,2.59,91048.0,97.26,0.56,3,3.0,1,0
189097,11,8,32,-12.28,1017383.0,122.63,0.28,4,3.0,4,1
162771,0,4,32,14.15,60115.0,101.9,0.69,2,4.0,1,0
361624,0,4,39,21.38,163434.0,115.79,0.62,2,8.0,1,0
139144,11,5,29,-7.69,912253.0,130.25,0.33,4,5.0,2,0
486526,0,4,57,5.29,52739.0,125.05,0.83,2,11.0,1,0
737212,1,3,19,9.33,63792.0,85.07,0.55,2,2.0,1,0
826827,3,3,19,4.47,215639.0,108.6,0.58,3,5.0,2,0
341367,11,8,28,-13.05,1065726.0,132.81,0.23,3,5.0,4,1
907345,9,7,28,-11.21,1076053.0,126.83,0.19,3,3.0,3,1
126619,13,8,28,-2.48,973356.0,130.93,0.29,4,5.0,4,1
940116,0,2,46,6.25,61233.0,106.16,0.71,2,6.0,1,0
154867,12,6,25,6.02,941589.0,130.43,0.31,4,7.0,2,0
359766,0,4,39,9.95,87037.0,97.47,0.67,2,3.0,1,0
316926,0,2,19,0.17,144090.0,91.73,0.53,1,2.0,1,0
818439,2,4,19,9.82,98614.0,100.45,0.56,3,3.0,2,1
785457,3,5,20,2.71,53442.0,97.52,0.54,2,3.0,2,0
140107,12,6,33,-12.63,1048180.0,119.6,0.19,4,0.0,3,1
446255,0,4,36,9.86,112493.0,89.93,0.61,3,1.0,1,0
682490,13,6,34,-9.87,1060871.0,126.82,0.21,4,4.0,3,1
465219,0,4,32,5.61,118557.0,104.16,0.59,2,4.0,1,1
544861,2,5,20,6.0,134221.0,103.75,0.6,3,4.0,2,0
502187,2,2,48,4.21,322918.0,99.16,0.52,2,2.0,1,0
572719,10,7,23,-19.53,1065914.0,128.09,0.23,3,3.0,3,1
441229,14,8,24,-2.32,1089111.0,135.36,0.24,4,6.0,5,0
277646,14,6,26,15.56,965117.0,126.96,0.2,3,4.0,3,0
386207,0,4,22,5.58,113300.0,87.0,0.5,2,0.0,1,0
473318,2,4,19,3.89,87508.0,83.93,0.51,2,1.0,1,0
786134,8,7,31,-7.49,954570.0,119.0,0.27,3,2.0,2,1
912610,14,7,29,-15.22,1003070.0,127.9,0.2,3,3.0,4,1
652503,3,4,45,1.54,110932.0,101.76,0.65,2,4.0,2,0
918181,11,6,24,-11.26,1003475.0,129.72,0.22,4,3.0,2,1
741691,13,8,26,-18.63,989405.0,133.86,0.29,4,7.0,4,1
581271,5,4,59,4.56,61585.0,112.76,0.66,2,6.0,2,0
818997,13,8,24,2.6,964860.0,131.55,0.24,4,6.0,4,0
92185,12,5,31,-1.61,931172.0,137.77,0.37,3,9.0,2,1
834008,1,3,56,4.25,135516.0,112.55,0.81,3,7.0,1,1
39863,3,3,21,16.84,62732.0,96.89,0.59,3,3.0,1,0
321554,1,4,22,3.35,155879.0,102.35,0.51,1,3.0,1,0
140933,0,3,21,1.32,157939.0,89.9,0.47,2,2.0,1,1
11838,0,1,54,1.08,77750.0,115.83,0.7,2,8.0,1,0
782179,2,2,18,9.21,160242.0,84.23,0.44,2,0.0,1,0
823537,12,6,32,-13.4,1061013.0,132.22,0.37,4,5.0,3,1
361402,0,5,19,11.4,61985.0,105.73,0.65,1,4.0,1,0
744164,0,4,39,3.06,109136.0,94.65,0.59,2,2.0,1,0
476877,0,4,21,3.5,82669.0,111.29,0.6,2,6.0,1,0
737549,12,7,30,-8.81,1098488.0,136.61,0.24,4,6.0,4,1
200539,11,9,26,-14.98,962099.0,132.45,0.31,3,6.0,4,0
414524,13,8,26,-15.14,974876.0,124.77,0.2,3,2.0,4,1
640143,0,3,59,28.9,83209.0,114.15,0.74,2,6.0,1,1
884041,11,6,23,-2.11,1105298.0,128.61,0.21,5,4.0,3,1
41861,2,3,36,6.1,87840.0,111.4,0.64,3,6.0,1,1
790596,0,4,49,3.37,25592.0,104.08,0.67,3,5.0,1,0
644690,2,4,21,5.63,16938.0,105.52,0.65,2,5.0,1,0
469010,1,4,54,2.22,91211.0,130.59,0.8,2,11.0,1,1
332983,11,8,29,-17.37,951135.0,132.55,0.29,4,6.0,4,0
864864,0,4,53,1.07,156096.0,110.43,0.68,2,6.0,1,0
927519,10,6,25,8.91,1071938.0,117.59,0.19,3,1.0,2,1
806604,11,5,25,-2.27,939319.0,113.36,0.24,3,1.0,2,1
480745,12,6,33,-2.42,1072152.0,136.24,0.41,4,8.0,3,1
2468,13,6,26,18.1,991607.0,121.37,0.16,4,1.0,3,1
379689,13,9,34,3.42,944386.0,128.54,0.22,4,4.0,5,1
431790,11,6,24,-13.18,1026220.0,115.06,0.19,3,1.0,2,1
626701,0,5,20,1.53,113117.0,91.17,0.52,2,2.0,2,0
906449,0,5,42,7.94,88811.0,123.21,0.62,2,8.0,2,0
896938,0,2,42,5.79,146735.0,102.66,0.59,2,3.0,1,1
107604,0,5,22,8.34,126494.0,102.37,0.58,2,3.0,2,0
789207,4,3,18,6.04,121351.0,80.58,0.53,2,1.0,1,0
108264,0,4,20,2.14,50975.0,86.63,0.5,2,2.0,1,0
893404,0,2,59,0.57,99736.0,116.6,0.74,2,8.0,1,0
614422,13,6,25,-15.66,1031671.0,120.24,0.17,3,2.0,3,1
669111,0,4,19,4.66,58382.0,98.42,0.54,2,3.0,1,0
11303,11,6,25,-2.67,955653.0,130.51,0.43,4,6.0,2,0
534792,12,5,32,-14.93,981648.0,132.33,0.31,3,6.0,2,1
990955,0,4,18,9.01,50000.0,86.26,0.47,2,1.0,1,0
214661,12,5,25,7.32,942927.0,125.03,0.3,4,4.0,2,1
958244,13,7,32,14.78,981119.0,116.98,0.29,4,1.0,4,0
179834,14,6,35,-14.57,989143.0,131.76,0.36,4,7.0,3,1
466250,0,4,43,5.19,76081.0,99.82,0.66,2,3.0,1,0
408119,8,5,33,-13.0,1002501.0,127.42,0.25,3,4.0,2,1
48853,12,6,34,-15.46,955709.0,133.06,0.27,3,7.0,2,1
88942,13,6,30,-10.47,1010564.0,133.72,0.38,4,7.0,3,1
65262,2,2,21,0.97,13677.0,96.22,0.57,2,3.0,1,0
601245,1,4,49,4.11,105931.0,94.84,0.64,2,3.0,1,0
161374,0,3,34,4.24,149523.0,81.99,0.48,2,1.0,1,0
575772,12,7,26,-10.12,1056565.0,134.92,0.26,4,6.0,4,1
39560,11,5,24,2.93,926300.0,126.17,0.24,3,3.0,2,1
227743,0,3,49,9.36,162384.0,119.62,0.72,3,8.0,1,0
539893,0,5,18,2.34,84766.0,104.39,0.59,3,4.0,2,0
588406,13,7,31,9.61,986183.0,119.91,0.21,3,2.0,4,1
836693,1,4,18,18.54,127776.0,86.35,0.5,2,0.0,1,0
627987,3,4,20,4.99,74729.0,76.91,0.44,2,0.0,2,1
331309,1,3,18,17.6,155238.0,103.18,0.47,2,3.0,1,0
156331,0,5,21,8.63,151948.0,91.08,0.41,2,2.0,2,0
746728,2,5,20,12.84,96175.0,95.93,0.48,2,2.0,2,0
786682,14,6,29,-3.12,1049085.0,133.67,0.29,4,5.0,3,1
709015,0,5,45,3.63,95910.0,122.25,0.63,2,9.0,2,1
265584,3,3,56,8.6,94937.0,122.88,0.73,2,9.0,1,0
958894,0,4,19,0.2,18312.0,105.55,0.66,2,5.0,1,0
468452,0,4,55,2.67,173892.0,121.13,0.68,2,8.0,1,0
750854,11,7,27,8.15,973242.0,126.28,0.26,3,3.0,3,1
605074,12,5,38,-27.34,1051525.0,127.29,0.23,4,3.0,2,1
797981,12,7,30,-11.69,933904.0,123.61,0.24,4,3.0,3,1
478901,13,5,24,-7.38,959425.0,119.75,0.21,4,2.0,2,1
306761,0,3,43,3.49,139752.0,104.51,0.57,2,4.0,1,0
665113,1,4,54,0.8,135209.0,119.95,0.76,2,8.0,1,0
668367,1,2,59,2.86,205883.0,100.72,0.6,2,4.0,1,0
174003,0,3,44,5.56,117177.0,109.5,0.71,2,7.0,1,0
259921,12,6,26,4.64,996785.0,132.81,0.28,3,6.0,3,1
917096,0,3,35,0.19,95476.0,108.02,0.63,2,5.0,1,1
780480,11,5,33,-25.29,1043488.0,126.98,0.26,4,4.0,2,1
481232,1,5,32,4.64,113872.0,101.38,0.71,2,3.0,2,0
980755,12,7,25,5.07,948330.0,123.81,0.22,4,3.0,3,0
703061,0,5,48,6.47,55670.0,116.58,0.71,2,7.0,1,1
572787,13,7,30,-12.92,999824.0,120.55,0.2,3,2.0,4,0
831560,2,1,21,1.04,149310.0,103.89,0.52,2,5.0,1,0
547154,0,1,21,3.71,23035.0,98.03,0.58,2,4.0,1,0
341272,0,4,20,7.05,91402.0,112.13,0.65,2,6.0,1,0
484845,0,4,22,6.51,12934.0,95.51,0.57,2,2.0,1,0
572329,0,2,33,4.76,83923.0,110.87,0.72,2,6.0,1,1
156730,12,7,28,-22.0,903791.0,123.9,0.28,3,3.0,3,1
624107,0,5,19,3.57,118573.0,93.99,0.48,2,2.0,2,0
953354,1,4,22,9.54,166181.0,99.77,0.52,3,3.0,2,0
489593,1,3,53,4.5,52936.0,112.78,0.66,2,7.0,1,0
901228,12,7,27,-11.72,943354.0,125.96,0.21,4,3.0,3,1
595567,0,2,18,0.35,54945.0,100.64,0.52,2,4.0,1,0
339399,0,5,39,0.4,92001.0,105.45,0.61,3,5.0,2,0
466959,10,5,39,1.92,938231.0,130.24,0.42,4,6.0,2,1
775288,0,4,21,6.46,80440.0,91.16,0.48,3,2.0,1,0
334000,0,4,35,13.72,106030.0,101.3,0.68,2,5.0,1,0
161944,11,6,23,-13.42,1023163.0,122.83,0.14,4,1.0,2,0
978027,14,6,33,-15.01,971708.0,128.37,0.3,4,4.0,3,1
239734,2,3,34,15.01,59565.0,90.51,0.67,2,3.0,1,0
841826,14,7,34,-7.72,1028857.0,128.71,0.27,4,4.0,4,1
588947,14,6,28,-4.61,976965.0,121.18,0.29,4,3.0,3,1
250611,1,4,49,4.9,194141.0,112.07,0.63,3,5.0,2,0
759765,13,8,28,-9.67,947349.0,130.08,0.28,4,5.0,4,1
105079,13,8,23,-1.93,952826.0,126.56,0.24,3,4.0,4,1
330966,0,4,42,7.45,33741.0,110.01,0.73,2,7.0,1,0
311436,10,6,30,5.59,980350.0,135.3,0.31,4,8.0,2,1
990188,13,5,26,0.75,966312.0,126.1,0.25,3,4.0,2,1
102556,1,2,50,7.56,106270.0,101.75,0.76,2,5.0,1,0
393439,2,5,37,0.09,94593.0,111.47,0.69,3,6.0,2,0
835881,0,2,38,11.34,85157.0,99.58,0.68,2,4.0,1,0
186560,6,4,60,1.1,113232.0,117.33,0.77,3,8.0,2,1
61306,0,3,22,1.22,143495.0,96.47,0.48,2,3.0,1,0
67051,11,8,23,-2.8,1001844.0,116.62,0.21,3,0.0,4,1
322484,11,5,25,17.38,1043338.0,123.06,0.21,4,3.0,2,1
27596,0,4,43,10.66,133556.0,102.23,0.58,2,4.0,1,0
695498,13,6,30,1.44,995236.0,131.52,0.3,4,5.0,3,1
431999,1,4,37,0.46,90408.0,113.11,0.68,2,7.0,1,0
411661,13,8,32,-2.38,999712.0,132.09,0.33,4,6.0,5,0
202863,12,6,31,-10.48,938868.0,124.22,0.25,3,4.0,2,1
644860,14,7,28,-7.36,999008.0,129.73,0.26,3,4.0,4,1
638415,0,1,20,5.63,66748.0,117.6,0.68,2,9.0,1,0
619450,12,6,26,6.12,925531.0,121.96,0.21,4,3.0,2,1
540668,2,4,52,7.25,91560.0,112.54,0.76,3,6.0,1,0
285310,11,9,30,4.18,976829.0,136.03,0.38,4,8.0,5,0
420109,10,7,25,6.38,941462.0,119.8,0.23,4,1.0,2,1
237062,12,6,26,-7.63,1100984.0,123.11,0.19,4,2.0,3,1
543429,0,2,18,0.55,222551.0,86.17,0.36,3,0.0,1,0
790230,0,2,18,2.3,96290.0,97.5,0.58,2,3.0,1,0
724954,12,8,29,-0.55,1035842.0,136.87,0.27,3,7.0,4,1
994174,12,8,36,1.43,950990.0,127.97,0.36,4,4.0,4,1
79918,13,6,34,-0.06,966260.0,123.62,0.25,4,3.0,3,0
803824,10,5,24,-14.55,982513.0,125.04,0.2,4,3.0,2,1
986512,12,7,23,-4.22,974803.0,133.67,0.27,3,5.0,3,0
638952,0,1,18,8.19,14705.0,95.43,0.61,2,4.0,1,0
558060,0,3,20,18.16,190762.0,94.29,0.49,3,1.0,1,0
396350,11,5,30,-8.74,1021850.0,120.91,0.21,3,3.0,2,1
382363,13,6,29,8.04,1004694.0,130.39,0.23,4,5.0,3,1
330554,0,5,20,1.07,68219.0,85.16,0.42,3,0.0,1,0
192542,10,6,23,1.07,1033370.0,127.07,0.27,3,3.0,2,1
176837,10,6,28,4.14,952441.0,124.61,0.2,4,3.0,2,1
258304,9,7,35,13.13,927470.0,135.81,0.36,3,7.0,2,1
